distance;frequency
67.6711913324525;41
100.61268014471489;53
173.50708107965073;97
173.683724978892;67
255.98140184463205;4
274.6405321269692;45
355.2642527445878;13
372.72770482646195;156
377.1896440917378;53
396.5549151110888;18
406.9791368393455;35
419.36696702760497;95
424.1481790893432;131
425.83602812073553;72
446.66255320241487;42
456.93747891373334;20
513.3286535444169;4
515.6482963926376;4
516.2806873459092;54
519.4544566918498;10
528.4456351361207;12
560.3722830663488;5
565.4579428017496;32
598.3788296710916;10
600.7666931598975;13
611.5101469771598;12
621.6521379858038;4
635.4373133025302;35
657.7787780268958;11
659.2560954951851;32
661.619179050625;66
661.6480554028883;10
678.1221504215108;16
683.1891826415969;6
685.0795479590973;8
690.4884460706776;8
692.8857854266543;26
699.2650739435607;35
717.59167594751;3
717.7182279413862;45
720.2226004552429;18
764.1339331464108;15
770.2658548357507;12
780.7417340009075;5
785.8340054153449;36
820.6654502018204;32
843.4955572588403;20
849.6164599342743;15
853.9160599949046;75
872.4654121050971;6
874.6505606550274;3
878.7671182630932;13
898.2072106843104;5
905.9611271150218;7
935.0934863328833;14
941.9840659408541;15
953.6306250259859;24
955.2966921699357;4
962.5667452735514;19
962.8283162899589;5
965.342379329187;6
978.087174844682;5
980.40006296469;12
993.4878681701881;27
1019.708910804026;11
1038.4383169179562;32
1039.4985047322207;41
1049.1808596734738;7
1054.5090701666813;14
1081.0853823114958;13
1083.1267747808176;8
1084.9521289930165;7
1099.1481919575954;8
1102.1775379402582;9
1106.6290120487422;15
1137.3992915523638;5
1139.4291211947027;12
1145.808525105978;102
1166.1311775630284;6
1189.7499318210687;7
1192.504061939152;29
1196.472767041141;2
1214.2787351412658;10
1230.3894461406978;19
1249.966605477721;6
1252.8871527279716;6
1265.4091040504322;6
1270.6917530731669;6
1282.2879855941273;9
1286.2873338501493;4
1331.5158280504743;19
1338.9714177363244;25
1340.3856934294429;5
1341.932955685849;15
1344.748070224628;28
1349.8081240173478;10
1354.3983812511694;8
1367.3095426934224;16
1385.6424345160908;54
1395.6891396643425;2
1399.4286536238583;9
1399.4928556501004;5
1407.7152133356838;15
1411.1004948487227;8
1414.890716499775;3
1424.4375558675852;4
1426.0421357971843;13
1436.529774866092;20
1444.6453679114934;15
1447.5206667587163;23
1449.585320128919;5
1452.1657246198365;6
1456.0823196299548;10
1471.3588707750516;4
1480.0546465120426;11
1482.6430767305199;3
1483.1898323800967;8
1497.6564967124268;12
1498.5596907098054;6
1504.7558890508176;28
1509.3540931193347;4
1538.7477747215892;20
1546.1413524101185;7
1548.9542055133948;37
1561.0831801351917;8
1575.1213827917977;30
1586.1938817349378;7
1609.4271798851557;13
1615.7274415655604;5
1630.971689275128;8
1631.3295351930797;9
1647.9747455575387;5
1662.1959118792167;10
1662.5593037539397;29
1664.127069030297;5
1668.0082913808621;30
1672.6680834033848;5
1684.624304444985;12
1689.661797762879;38
1727.3405182670376;1
1739.3350185388251;5
1792.6453054906226;9
1813.4088298757904;6
1824.097170646212;5
1827.7260345045297;6
1829.0952971594972;8
1829.1356868363823;5
1842.9186317480592;11
1845.693910834948;7
1847.0141829814572;7
1854.5552328853607;9
1855.9180027863742;13
1861.3405599122539;6
1863.244058938147;15
1885.2761223954935;6
1887.2388587087369;5
1897.2787458728358;4
1901.2581693100046;15
1913.3031667453113;10
1916.144700244758;14
1926.7856119034175;8
1936.496243522505;5
1942.332170784479;7
1956.261231148881;6
1957.7031873350259;21
1961.0248401431586;7
1984.832000249693;10
2022.8330474356853;8
2032.9007355895253;4
2035.2244980973871;8
2049.019972699575;5
2063.311289186458;6
2073.022494020061;23
2084.472832064869;9
2086.0303854691656;9
2091.065174017553;8
2094.746261219774;8
2112.3481415868196;3
2125.358957565422;2
2137.609374303895;22
2139.158040082713;21
2147.3005520877477;12
2159.649048164916;9
2166.647472343553;7
2169.9438223696698;6
2171.2118977620335;9
2181.3515254162567;6
2182.7615594830354;34
2214.5019969943;5
2221.403378427501;6
2252.0834768776294;5
2261.3992530287305;4
2264.9241303338;13
2270.922807194654;8
2280.967537461592;4
2287.7401540781752;9
2335.318668701848;15
2335.5850197956092;6
2336.4329760001315;2
2336.8938283754915;8
2346.940676806683;16
2383.664926164282;4
2387.4993397127573;4
2390.00576462748;5
2391.5837728462457;10
2398.4406279759987;4
2415.042632588074;9
2421.291031871244;3
2466.467240311395;10
2483.9399498725725;29
2508.5449777896088;4
2523.625656469705;7
2535.457812240501;2
2544.5074672446776;7
2557.880995372241;6
2574.452081901556;8
2578.5986792278513;20
2628.927696775612;9
2630.332299789633;9
2635.949324179472;18
2658.598801600172;10
2684.2195947955693;5
2689.0924122805436;6
2710.1552369496912;30
2729.0524596983814;3
2731.247624032317;6
2732.5748980860544;3
2746.656674870175;8
2748.800719487263;6
2750.3063799109514;13
2750.8649793479526;5
2762.130477564679;6
2769.1389836507724;9
2777.7304266096994;4
2782.926830834655;5
2827.0116742558043;6
2847.879652928001;6
2853.8429529725636;3
2858.430127360123;7
2865.5868994032217;9
2874.70244597169;5
2892.9211194970376;5
2913.780623885313;5
2954.3771454175962;6
3018.9759693285073;4
3044.3841758684666;19
3045.7465130023884;4
3053.6325267003426;6
3063.0627051063034;9
3094.2891276867886;15
3103.5367028693395;6
3168.5505508621245;26
3282.3039862773376;6
3282.55782374651;5
3303.0676535854636;10
3327.5237326929187;7
3347.3229031123906;13
3367.910324215989;3
3370.994877234514;8
3374.381926617997;6
3396.669078255429;5
3398.856355156475;14
3423.15237057213;11
3497.484323739499;4
3514.6483655233665;6
3659.087036893206;8
3743.7193431773917;11
3795.4028175578796;8
3800.951686548206;4
3814.8559372124187;8
3922.9259404114737;5
4113.400536877585;4
4113.805937416744;4
4125.414643574993;2
4368.059596662437;7
4466.707425812731;10
